"year","zone","type","ratio"
"2008","S01002080","All",0
"2004","S01002081","Pre 1991",0
"2005","S01002081","Pre 1991",0
"2006","S01002081","Pre 1991",0
"2007","S01002081","Pre 1991",0
"2008","S01002081","Pre 1991",0
"2009","S01002081","Pre 1991",0
"2010","S01002081","Pre 1991",0
"2011","S01002081","Pre 1991",0
"2012","S01002081","Pre 1991",0
"2013","S01002081","Pre 1991",0
"2013","S01002081","All",0
"2009","S01002081","All",100
"2004","S01002081","All",0
"2012","S01002081","All",0
"2005","S01002081","All","99.6"
"2010","S01002081","All",100
"2006","S01002081","All","87.8"
"2014","S01002081","All",0
"2007","S01002081","All","88.3"
"2011","S01002081","All",100
"2008","S01002081","All",100
"2004","S01002082","Pre 1991",0
"2005","S01002082","Pre 1991",0
"2006","S01002082","Pre 1991",0
"2007","S01002082","Pre 1991",0
"2008","S01002082","Pre 1991","98.7"
"2009","S01002082","Pre 1991","98.7"
"2010","S01002082","Pre 1991",99
"2011","S01002082","Pre 1991",99
"2012","S01002082","Pre 1991",99
"2013","S01002082","Pre 1991","99.1"
"2013","S01002082","All","99.1"
"2009","S01002082","All","98.7"
"2004","S01002082","All",0
"2012","S01002082","All",99
"2005","S01002082","All",0
"2010","S01002082","All",99
"2006","S01002082","All",0
"2014","S01002082","All","99.1"
"2007","S01002082","All",0
"2011","S01002082","All",99
"2008","S01002082","All","98.7"
"2004","S01002083","Pre 1991",0
"2005","S01002083","Pre 1991",0
"2006","S01002083","Pre 1991",0
"2007","S01002083","Pre 1991",0
"2008","S01002083","Pre 1991",0
"2009","S01002083","Pre 1991",0
"2010","S01002083","Pre 1991",0
"2011","S01002083","Pre 1991",0
"2012","S01002083","Pre 1991",0
"2013","S01002083","Pre 1991",0
"2013","S01002083","All",0
"2009","S01002083","All",0
"2004","S01002083","All",0
"2012","S01002083","All",0
"2005","S01002083","All",0
"2010","S01002083","All",0
"2006","S01002083","All",0
"2014","S01002083","All",0
"2007","S01002083","All",0
"2011","S01002083","All",0
"2008","S01002083","All",0
"2004","S01002084","Pre 1991",0
"2005","S01002084","Pre 1991",0
"2006","S01002084","Pre 1991",0
"2007","S01002084","Pre 1991",0
"2008","S01002084","Pre 1991",0
"2009","S01002084","Pre 1991",0
"2010","S01002084","Pre 1991",0
"2011","S01002084","Pre 1991",0
"2012","S01002084","Pre 1991",0
"2013","S01002084","Pre 1991",0
"2013","S01002084","All",0
"2009","S01002084","All",100
"2004","S01002084","All",0
"2012","S01002084","All",0
"2005","S01002084","All","32.3"
"2010","S01002084","All",100
"2006","S01002084","All","30.2"
"2014","S01002084","All",0
"2007","S01002084","All",29
"2011","S01002084","All",100
"2008","S01002084","All",100
"2004","S01002085","Pre 1991",0
"2005","S01002085","Pre 1991",0
"2006","S01002085","Pre 1991",0
"2007","S01002085","Pre 1991",0
"2008","S01002085","Pre 1991",0
"2009","S01002085","Pre 1991",0
"2010","S01002085","Pre 1991",0
"2011","S01002085","Pre 1991",0
"2012","S01002085","Pre 1991",0
"2013","S01002085","Pre 1991",0
"2013","S01002085","All",0
"2009","S01002085","All",0
"2004","S01002085","All",0
"2012","S01002085","All",0
"2005","S01002085","All","61.8"
"2010","S01002085","All",0
"2006","S01002085","All","65.6"
"2014","S01002085","All",0
"2007","S01002085","All","61.2"
"2011","S01002085","All",0
"2008","S01002085","All",0
"2004","S01002086","Pre 1991","17.7"
"2005","S01002086","Pre 1991","17.7"
"2006","S01002086","Pre 1991","12.9"
"2007","S01002086","Pre 1991","13.1"
"2008","S01002086","Pre 1991","11.1"
"2009","S01002086","Pre 1991","11.1"
"2010","S01002086","Pre 1991","9.8"
"2011","S01002086","Pre 1991","9.8"
"2012","S01002086","Pre 1991","11.8"
"2013","S01002086","Pre 1991","9.5"
"2013","S01002086","All","9.5"
"2009","S01002086","All","74.7"
"2004","S01002086","All","78.6"
"2012","S01002086","All","11.8"
"2005","S01002086","All","78.6"
"2010","S01002086","All",76
"2006","S01002086","All","78.6"
"2014","S01002086","All","9.8"
"2007","S01002086","All","80.2"
"2011","S01002086","All",76
"2008","S01002086","All","74.7"
"2004","S01002087","Pre 1991","14.6"
"2005","S01002087","Pre 1991","14.6"
"2006","S01002087","Pre 1991","6.2"
"2007","S01002087","Pre 1991","6.3"
"2008","S01002087","Pre 1991","7.1"
"2009","S01002087","Pre 1991","7.1"
"2010","S01002087","Pre 1991","7.2"
"2011","S01002087","Pre 1991","7.2"
"2012","S01002087","Pre 1991","7.2"
"2013","S01002087","Pre 1991","11.1"
"2013","S01002087","All","13.6"
"2009","S01002087","All","60.9"
"2004","S01002087","All","60.9"
"2012","S01002087","All","7.2"
"2005","S01002087","All","60.9"
"2010","S01002087","All","61.1"
"2006","S01002087","All","60.3"
"2014","S01002087","All","13.6"
"2007","S01002087","All",61
"2011","S01002087","All","61.1"
"2008","S01002087","All","60.9"
"2004","S01002088","Pre 1991",0
"2005","S01002088","Pre 1991",0
"2006","S01002088","Pre 1991",0
"2007","S01002088","Pre 1991",0
"2008","S01002088","Pre 1991",0
"2009","S01002088","Pre 1991",0
"2010","S01002088","Pre 1991",0
"2011","S01002088","Pre 1991",0
"2012","S01002088","Pre 1991","3.1"
"2013","S01002088","Pre 1991",0
"2013","S01002088","All",0
"2009","S01002088","All",0
"2004","S01002088","All",0
"2012","S01002088","All","3.1"
"2005","S01002088","All",0
"2010","S01002088","All",0
"2006","S01002088","All",0
"2014","S01002088","All",0
"2007","S01002088","All",0
"2011","S01002088","All",0
"2008","S01002088","All",0
"2004","S01002089","Pre 1991",0
"2005","S01002089","Pre 1991",0
"2006","S01002089","Pre 1991",0
"2007","S01002089","Pre 1991",0
"2008","S01002089","Pre 1991",0
"2009","S01002089","Pre 1991",0
"2010","S01002089","Pre 1991",0
"2011","S01002089","Pre 1991",0
"2012","S01002089","Pre 1991","0.2"
"2013","S01002089","Pre 1991",0
"2013","S01002089","All",0
"2009","S01002089","All","36.6"
"2004","S01002089","All",0
"2012","S01002089","All","0.2"
"2005","S01002089","All",0
"2010","S01002089","All",0
"2006","S01002089","All",0
"2014","S01002089","All",0
"2007","S01002089","All",0
"2011","S01002089","All",0
"2008","S01002089","All",0
"2004","S01002090","Pre 1991",0
"2005","S01002090","Pre 1991",0
"2006","S01002090","Pre 1991",0
"2007","S01002090","Pre 1991",0
"2008","S01002090","Pre 1991",0
"2009","S01002090","Pre 1991",0
"2010","S01002090","Pre 1991",0
"2011","S01002090","Pre 1991",0
"2012","S01002090","Pre 1991",0
"2013","S01002090","Pre 1991",0
"2013","S01002090","All",0
"2009","S01002090","All",0
"2004","S01002090","All",0
"2012","S01002090","All",0
"2005","S01002090","All",0
"2010","S01002090","All",0
"2006","S01002090","All",0
"2014","S01002090","All",0
"2007","S01002090","All",0
"2011","S01002090","All",0
"2008","S01002090","All",0
"2004","S01002091","Pre 1991",0
"2005","S01002091","Pre 1991",0
"2006","S01002091","Pre 1991",0
"2007","S01002091","Pre 1991",0
"2008","S01002091","Pre 1991",0
"2009","S01002091","Pre 1991",0
"2010","S01002091","Pre 1991",0
"2011","S01002091","Pre 1991",0
"2012","S01002091","Pre 1991",0
"2013","S01002091","Pre 1991",0
"2013","S01002091","All",0
"2009","S01002091","All","87.4"
"2004","S01002091","All",0
"2012","S01002091","All",0
"2005","S01002091","All","99.8"
"2010","S01002091","All","87.6"
"2006","S01002091","All","99.8"
"2014","S01002091","All",0
"2007","S01002091","All","95.9"
"2011","S01002091","All","87.6"
"2008","S01002091","All","87.4"
"2004","S01002092","Pre 1991",0
"2005","S01002092","Pre 1991",0
"2006","S01002092","Pre 1991",0
"2007","S01002092","Pre 1991",0
"2008","S01002092","Pre 1991",0
"2009","S01002092","Pre 1991",0
"2010","S01002092","Pre 1991",0
"2011","S01002092","Pre 1991",0
"2012","S01002092","Pre 1991","20.8"
"2013","S01002092","Pre 1991",0
"2013","S01002092","All",0
"2009","S01002092","All",0
"2004","S01002092","All",0
"2012","S01002092","All","20.8"
"2005","S01002092","All",0
"2010","S01002092","All",0
"2006","S01002092","All",0
"2014","S01002092","All",0
"2007","S01002092","All",0
"2011","S01002092","All",0
"2008","S01002092","All",0
"2004","S01002093","Pre 1991",0
"2005","S01002093","Pre 1991",0
"2006","S01002093","Pre 1991",0
"2007","S01002093","Pre 1991",0
"2008","S01002093","Pre 1991",0
"2009","S01002093","Pre 1991",0
"2010","S01002093","Pre 1991",0
"2011","S01002093","Pre 1991",0
"2012","S01002093","Pre 1991",0
"2013","S01002093","Pre 1991",0
"2013","S01002093","All",0
"2009","S01002093","All",0
"2004","S01002093","All",0
"2012","S01002093","All",0
"2005","S01002093","All","9.7"
"2010","S01002093","All",0
"2006","S01002093","All","9.7"
"2014","S01002093","All",0
"2007","S01002093","All","8.7"
"2011","S01002093","All",0
"2008","S01002093","All",0
"2004","S01002094","Pre 1991",0
"2005","S01002094","Pre 1991",0
"2006","S01002094","Pre 1991",0
"2007","S01002094","Pre 1991",0
"2008","S01002094","Pre 1991",0
"2009","S01002094","Pre 1991",0
"2010","S01002094","Pre 1991",0
"2011","S01002094","Pre 1991",0
"2012","S01002094","Pre 1991",0
"2013","S01002094","Pre 1991",0
"2013","S01002094","All",0
"2009","S01002094","All",0
"2004","S01002094","All",0
"2012","S01002094","All",0
"2005","S01002094","All",0
"2010","S01002094","All",0
"2006","S01002094","All",0
"2014","S01002094","All",0
"2007","S01002094","All",0
"2011","S01002094","All",0
"2008","S01002094","All",0
"2004","S01002095","Pre 1991",0
"2005","S01002095","Pre 1991",0
"2006","S01002095","Pre 1991",0
"2007","S01002095","Pre 1991",0
"2008","S01002095","Pre 1991",0
"2009","S01002095","Pre 1991",0
"2010","S01002095","Pre 1991",0
"2011","S01002095","Pre 1991",0
"2012","S01002095","Pre 1991","4.3"
"2013","S01002095","Pre 1991",0
"2013","S01002095","All",0
"2009","S01002095","All",0
"2004","S01002095","All",0
"2012","S01002095","All","4.3"
"2005","S01002095","All",0
"2010","S01002095","All",0
"2006","S01002095","All",0
"2014","S01002095","All",0
"2007","S01002095","All",0
"2011","S01002095","All",0
"2008","S01002095","All",0
"2004","S01002096","Pre 1991",0
"2005","S01002096","Pre 1991",0
"2006","S01002096","Pre 1991",0
"2007","S01002096","Pre 1991",0
"2008","S01002096","Pre 1991",0
"2009","S01002096","Pre 1991",0
"2010","S01002096","Pre 1991",0
"2011","S01002096","Pre 1991",0
"2012","S01002096","Pre 1991",0
"2013","S01002096","Pre 1991",0
"2013","S01002096","All",0
"2009","S01002096","All","25.7"
"2004","S01002096","All",0
"2012","S01002096","All",0
"2005","S01002096","All",0
"2010","S01002096","All","22.4"
"2006","S01002096","All",0
"2014","S01002096","All",0
"2007","S01002096","All",0
"2011","S01002096","All",0
"2008","S01002096","All","25.7"
"2004","S01002097","Pre 1991",0
"2005","S01002097","Pre 1991",0
"2006","S01002097","Pre 1991",0
"2007","S01002097","Pre 1991",0
"2008","S01002097","Pre 1991",0
"2009","S01002097","Pre 1991",0
"2010","S01002097","Pre 1991",0
"2011","S01002097","Pre 1991",0
"2012","S01002097","Pre 1991","5.7"
"2013","S01002097","Pre 1991",0
"2013","S01002097","All",0
"2009","S01002097","All",0
"2004","S01002097","All",0
"2012","S01002097","All","5.7"
"2005","S01002097","All",0
"2010","S01002097","All",0
"2006","S01002097","All",0
"2014","S01002097","All",0
"2007","S01002097","All",0
"2011","S01002097","All",0
"2008","S01002097","All",0
"2004","S01002098","Pre 1991",0
"2005","S01002098","Pre 1991",0
"2006","S01002098","Pre 1991",0
"2007","S01002098","Pre 1991",0
"2008","S01002098","Pre 1991",0
"2009","S01002098","Pre 1991",0
"2010","S01002098","Pre 1991",0
"2011","S01002098","Pre 1991",0
"2012","S01002098","Pre 1991",0
"2013","S01002098","Pre 1991",0
"2013","S01002098","All",0
"2009","S01002098","All",0
"2004","S01002098","All",0
"2012","S01002098","All",0
"2005","S01002098","All",0
"2010","S01002098","All",0
"2006","S01002098","All",0
"2014","S01002098","All",0
"2007","S01002098","All",0
"2011","S01002098","All",0
"2008","S01002098","All",0
"2004","S01002099","Pre 1991",0
"2005","S01002099","Pre 1991",0
"2006","S01002099","Pre 1991",0
"2007","S01002099","Pre 1991",0
"2008","S01002099","Pre 1991","12.7"
"2009","S01002099","Pre 1991","12.7"
"2010","S01002099","Pre 1991","12.5"
"2011","S01002099","Pre 1991","12.5"
"2012","S01002099","Pre 1991","12.5"
"2013","S01002099","Pre 1991",0
"2013","S01002099","All",0
"2009","S01002099","All","21.9"
"2004","S01002099","All",0
"2012","S01002099","All","12.5"
"2005","S01002099","All",0
"2010","S01002099","All","22.5"
"2006","S01002099","All",0
"2014","S01002099","All",0
"2007","S01002099","All",0
"2011","S01002099","All","22.5"
"2008","S01002099","All","21.9"
"2004","S01002100","Pre 1991",0
"2005","S01002100","Pre 1991",0
"2006","S01002100","Pre 1991",0
"2007","S01002100","Pre 1991",0
"2008","S01002100","Pre 1991",0
"2009","S01002100","Pre 1991",0
"2010","S01002100","Pre 1991",0
"2011","S01002100","Pre 1991",0
"2012","S01002100","Pre 1991",0
"2013","S01002100","Pre 1991",0
"2013","S01002100","All","5.2"
"2009","S01002100","All",0
"2004","S01002100","All",0
"2012","S01002100","All",4
"2005","S01002100","All",0
"2010","S01002100","All",4
"2006","S01002100","All",0
"2014","S01002100","All","5.6"
"2007","S01002100","All",0
"2011","S01002100","All",4
"2008","S01002100","All",0
"2004","S01002101","Pre 1991","44.2"
"2005","S01002101","Pre 1991","44.2"
"2006","S01002101","Pre 1991","18.3"
"2007","S01002101","Pre 1991","18.3"
"2008","S01002101","Pre 1991","18.5"
"2009","S01002101","Pre 1991","18.5"
"2010","S01002101","Pre 1991","18.7"
"2011","S01002101","Pre 1991","18.7"
"2012","S01002101","Pre 1991","18.9"
"2013","S01002101","Pre 1991",24
"2013","S01002101","All","89.4"
"2009","S01002101","All","90.7"
"2004","S01002101","All","44.2"
"2012","S01002101","All",91
"2005","S01002101","All","44.2"
"2010","S01002101","All","90.8"
"2006","S01002101","All","18.9"
"2014","S01002101","All","89.4"
"2007","S01002101","All","18.8"
"2011","S01002101","All",91
"2008","S01002101","All","90.7"
"2004","S01002102","Pre 1991",0
"2005","S01002102","Pre 1991",0
"2006","S01002102","Pre 1991",0
"2007","S01002102","Pre 1991",0
"2008","S01002102","Pre 1991",0
"2009","S01002102","Pre 1991",0
"2010","S01002102","Pre 1991",0
"2011","S01002102","Pre 1991",0
"2012","S01002102","Pre 1991",0
"2013","S01002102","Pre 1991",0
"2013","S01002102","All",0
"2009","S01002102","All",0
"2004","S01002102","All",0
"2012","S01002102","All",0
"2005","S01002102","All",0
"2010","S01002102","All",0
"2006","S01002102","All",0
"2014","S01002102","All",0
"2007","S01002102","All",0
"2011","S01002102","All",0
"2008","S01002102","All",0
"2004","S01002103","Pre 1991",0
"2005","S01002103","Pre 1991",0
"2006","S01002103","Pre 1991",0
"2007","S01002103","Pre 1991",0
"2008","S01002103","Pre 1991",0
"2009","S01002103","Pre 1991",0
"2010","S01002103","Pre 1991",0
"2011","S01002103","Pre 1991",0
"2012","S01002103","Pre 1991",0
"2013","S01002103","Pre 1991",0
"2013","S01002103","All",0
"2009","S01002103","All",0
"2004","S01002103","All",0
"2012","S01002103","All",0
"2005","S01002103","All",0
"2010","S01002103","All",0
"2006","S01002103","All",0
"2014","S01002103","All",0
"2007","S01002103","All",0
"2011","S01002103","All",0
"2008","S01002103","All",0
"2004","S01002104","Pre 1991","64.9"
"2005","S01002104","Pre 1991","64.9"
"2006","S01002104","Pre 1991","54.5"
"2007","S01002104","Pre 1991","55.3"
"2008","S01002104","Pre 1991","49.9"
"2009","S01002104","Pre 1991","49.9"
"2010","S01002104","Pre 1991","49.2"
"2011","S01002104","Pre 1991","49.2"
"2012","S01002104","Pre 1991","52.4"
"2013","S01002104","Pre 1991","65.6"
"2013","S01002104","All","75.6"
"2009","S01002104","All","95.9"
"2004","S01002104","All","92.8"
"2012","S01002104","All","66.1"
"2005","S01002104","All","92.8"
"2010","S01002104","All","96.1"
"2006","S01002104","All","92.8"
"2014","S01002104","All","75.8"
"2007","S01002104","All","94.7"
"2011","S01002104","All","96.1"
"2008","S01002104","All","95.9"
"2004","S01002105","Pre 1991",0
"2005","S01002105","Pre 1991",0
"2006","S01002105","Pre 1991",0
"2007","S01002105","Pre 1991",0
"2008","S01002105","Pre 1991","59.5"
"2009","S01002105","Pre 1991","59.5"
"2010","S01002105","Pre 1991","59.6"
"2011","S01002105","Pre 1991","59.6"
"2012","S01002105","Pre 1991","59.6"
"2013","S01002105","Pre 1991",57
"2013","S01002105","All",57
"2009","S01002105","All","59.5"
"2004","S01002105","All",0
"2012","S01002105","All","59.6"
"2005","S01002105","All",0
"2010","S01002105","All","59.6"
"2006","S01002105","All",0
"2014","S01002105","All",57
"2007","S01002105","All",0
"2011","S01002105","All","59.6"
"2008","S01002105","All","59.5"
"2004","S01002106","Pre 1991",13
"2005","S01002106","Pre 1991",13
"2006","S01002106","Pre 1991","42.4"
"2007","S01002106","Pre 1991","43.1"
"2008","S01002106","Pre 1991","57.5"
"2009","S01002106","Pre 1991","57.5"
"2010","S01002106","Pre 1991","55.4"
"2011","S01002106","Pre 1991","55.4"
"2012","S01002106","Pre 1991",64
"2013","S01002106","Pre 1991",60
"2013","S01002106","All",60
"2009","S01002106","All",98
"2004","S01002106","All","98.6"
"2012","S01002106","All",64
"2005","S01002106","All","98.6"
"2010","S01002106","All","97.9"
"2006","S01002106","All","98.5"
"2014","S01002106","All","59.6"
"2007","S01002106","All","98.8"
"2011","S01002106","All","97.9"
"2008","S01002106","All",98
"2004","S01002107","Pre 1991",0
"2005","S01002107","Pre 1991",0
"2006","S01002107","Pre 1991",0
"2007","S01002107","Pre 1991",0
"2008","S01002107","Pre 1991",0
"2009","S01002107","Pre 1991",0
"2010","S01002107","Pre 1991",0
"2011","S01002107","Pre 1991",0
"2012","S01002107","Pre 1991",0
"2013","S01002107","Pre 1991",0
"2013","S01002107","All",0
"2009","S01002107","All",0
"2004","S01002107","All",0
"2012","S01002107","All",0
"2005","S01002107","All",0
"2010","S01002107","All",0
"2006","S01002107","All",0
"2014","S01002107","All",0
"2007","S01002107","All",0
"2011","S01002107","All",0
"2008","S01002107","All",0
"2004","S01002108","Pre 1991","93.3"
"2005","S01002108","Pre 1991","93.3"
"2006","S01002108","Pre 1991","90.9"
"2007","S01002108","Pre 1991","91.4"
"2008","S01002108","Pre 1991","91.2"
"2009","S01002108","Pre 1991","91.2"
"2010","S01002108","Pre 1991","90.3"
"2011","S01002108","Pre 1991","90.3"
"2012","S01002108","Pre 1991","91.6"
"2013","S01002108","Pre 1991","93.8"
"2013","S01002108","All","93.8"
"2009","S01002108","All",100
"2004","S01002108","All",100
"2012","S01002108","All","91.6"
"2005","S01002108","All",100
"2010","S01002108","All",100
"2006","S01002108","All",100
"2014","S01002108","All","93.8"
"2007","S01002108","All","100.6"
"2011","S01002108","All",100
"2008","S01002108","All",100
"2004","S01002109","Pre 1991",0
"2005","S01002109","Pre 1991",0
"2006","S01002109","Pre 1991",0
"2007","S01002109","Pre 1991",0
"2008","S01002109","Pre 1991",0
"2009","S01002109","Pre 1991",0
"2010","S01002109","Pre 1991",0
"2011","S01002109","Pre 1991",0
